Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,SymbolYahoo
SNPS,SYNOPSYS INC,Information Technology,Equity,"16,875,560.61",0.09,"16,875,560.61","37,211.00",453.51,United States,NASDAQ,USD,1.00,USD,-,SNPS
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"16,754,460.00",0.09,"16,754,460.00","96,290.00",174.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PNC
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"16,678,098.64",0.09,"16,678,098.64","76,316.00",218.54,United States,NASDAQ,USD,1.00,USD,-,CEG
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,"16,644,305.97",0.09,"16,644,305.97","171,009.00",97.33,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CRH
INGA,ING GROEP NV,Financials,Equity,"16,595,064.67",0.09,"16,595,064.67","820,191.00",20.23,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,INGA.AS
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"16,584,142.65",0.09,"16,584,142.65","334,021.00",49.65,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CMG
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"16,551,922.50",0.09,"16,551,922.50","33,745.00",490.50,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NOC
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"16,479,747.20",0.09,"16,479,747.20","236,608.00",69.65,United States,NASDAQ,USD,1.00,USD,-,PYPL
MSTR,MICROSTRATEGY INC CLASS A,Information Technology,Equity,"16,279,604.94",0.09,"16,279,604.94","55,322.00",294.27,United States,NASDAQ,USD,1.00,USD,-,MSTR
DG,VINCI SA,Industrials,Equity,"16,259,315.96",0.09,"16,259,315.96","125,898.00",129.15,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,DG.PA
BDX,BECTON DICKINSON,Health Care,Equity,"16,121,934.29",0.08,"16,121,934.29","70,763.00",227.83,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BDX
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"16,048,675.94",0.08,"16,048,675.94","84,529.00",189.86,United States,NASDAQ,USD,1.00,USD,-,DASH
USB,US BANCORP,Financials,Equity,"15,971,499.18",0.08,"15,971,499.18","378,651.00",42.18,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,USB
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"15,886,323.18",0.08,"15,886,323.18","53,739.00",295.62,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,APD
ECL,ECOLAB INC,Materials,Equity,"15,783,556.44",0.08,"15,783,556.44","62,663.00",251.88,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ECL
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"15,667,761.00",0.08,"15,667,761.00","51,060.00",306.85,United States,NASDAQ,USD,1.00,USD,-,APP
EMR,EMERSON ELECTRIC,Industrials,Equity,"15,596,134.18",0.08,"15,596,134.18","137,302.00",113.59,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,EMR
HCA,HCA HEALTHCARE INC,Health Care,Equity,"15,569,004.00",0.08,"15,569,004.00","47,400.00",328.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HCA
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"15,502,365.47",0.08,"15,502,365.47","26,933.00",575.59,United States,NASDAQ,USD,1.00,USD,-,ROP
FTNT,FORTINET INC,Information Technology,Equity,"15,388,027.27",0.08,"15,388,027.27","159,181.00",96.67,United States,NASDAQ,USD,1.00,USD,-,FTNT
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"15,218,297.62",0.08,"15,218,297.62","92,087.00",165.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,COF
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"15,163,994.16",0.08,"15,163,994.16","4,188.00","3,620.82",United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AZO
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"14,924,588.80",0.08,"14,924,588.80","211,997.00",70.40,United States,NASDAQ,USD,1.00,USD,-,MRVL
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"14,845,601.55",0.08,"14,845,601.55","63,267.00",234.65,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HLT
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"14,772,878.38",0.08,"14,772,878.38","179,239.00",82.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,BK
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"14,734,726.70",0.08,"14,734,726.70","55,565.00",265.18,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GD
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"14,715,404.10",0.08,"14,715,404.10","59,310.00",248.11,United States,NASDAQ,USD,1.00,USD,-,MAR
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"14,556,697.52",0.08,"14,556,697.52","54,904.00",265.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TRV
AFL,AFLAC INC,Financials,Equity,"14,237,581.20",0.07,"14,237,581.20","131,343.00",108.40,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AFL
SLB,SCHLUMBERGER NV,Energy,Equity,"14,155,056.66",0.07,"14,155,056.66","341,662.00",41.43,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SLB
KMI,KINDER MORGAN INC,Energy,Equity,"14,040,174.96",0.07,"14,040,174.96","505,224.00",27.79,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KMI
CSX,CSX CORP,Industrials,Equity,"14,010,033.60",0.07,"14,010,033.60","461,920.00",30.33,United States,NASDAQ,USD,1.00,USD,-,CSX
OKE,ONEOK INC,Energy,Equity,"13,817,924.36",0.07,"13,817,924.36","140,369.00",98.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,OKE
FDX,FEDEX CORP,Industrials,Equity,"13,784,878.80",0.07,"13,784,878.80","56,196.00",245.30,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FDX
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"13,672,771.74",0.07,"13,672,771.74","129,159.00",105.86,United States,NASDAQ,USD,1.00,USD,-,AEP
FCX,FREEPORT MCMORAN INC,Materials,Equity,"13,636,086.30",0.07,"13,636,086.30","345,130.00",39.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FCX
ADSK,AUTODESK INC,Information Technology,Equity,"13,600,715.32",0.07,"13,600,715.32","52,186.00",260.62,United States,NASDAQ,USD,1.00,USD,-,ADSK
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"13,532,057.88",0.07,"13,532,057.88","106,602.00",126.94,United States,NASDAQ,USD,1.00,USD,-,ABNB
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,"13,494,553.74",0.07,"13,494,553.74","212,667.00",63.45,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,ABI.BR
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"13,475,980.00",0.07,"13,475,980.00","275,020.00",49.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GM
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"13,443,525.81",0.07,"13,443,525.81","164,931.00",81.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,JCI
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"13,420,722.80",0.07,"13,420,722.80","326,936.00",41.05,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TFC
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"13,397,523.12",0.07,"13,397,523.12","80,292.00",166.86,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SPG
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"13,385,382.20",0.07,"13,385,382.20","96,506.00",138.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,APO
ALL,ALLSTATE CORP,Financials,Equity,"13,317,188.50",0.07,"13,317,188.50","63,385.00",210.10,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ALL
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"13,308,840.07",0.07,"13,308,840.07","196,789.00",67.63,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CARR
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"13,243,368.19",0.07,"13,243,368.19","60,359.00",219.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,RCL
NEM,NEWMONT,Materials,Equity,"13,231,468.80",0.07,"13,231,468.80","278,440.00",47.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NEM
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"13,227,254.50",0.07,"13,227,254.50","157,655.00",83.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AIG
PSX,PHILLIPS,Energy,Equity,"13,220,141.89",0.07,"13,220,141.89","102,331.00",129.19,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PSX
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"13,043,517.90",0.07,"13,043,517.90","52,045.00",250.62,United States,NASDAQ,USD,1.00,USD,-,WDAY
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,"13,031,492.15",0.07,"13,031,492.15","62,105.00",209.83,United States,NASDAQ,USD,1.00,USD,-,NXPI
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"12,781,286.70",0.07,"12,781,286.70","54,530.00",234.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NSC
PCAR,PACCAR INC,Industrials,Equity,"12,744,182.56",0.07,"12,744,182.56","125,968.00",101.17,United States,NASDAQ,USD,1.00,USD,-,PCAR
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"12,534,651.92",0.07,"12,534,651.92","53,167.00",235.76,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,RSG
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"12,389,745.20",0.07,"12,389,745.20","81,592.00",151.85,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DLR
O,REALTY INCOME REIT CORP,Real Estate,Equity,"12,367,509.00",0.07,"12,367,509.00","217,050.00",56.98,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,O
LNG,CHENIERE ENERGY INC,Energy,Equity,"12,290,002.12",0.06,"12,290,002.12","55,231.00",222.52,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LNG
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"12,273,281.61",0.06,"12,273,281.61","94,943.00",129.27,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HWM
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"12,136,925.43",0.06,"12,136,925.43","24,633.00",492.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AMP
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,"12,132,039.06",0.06,"12,132,039.06","111,084.00",109.21,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,SGO.PA
MET,METLIFE INC,Financials,Equity,"12,093,623.36",0.06,"12,093,623.36","147,196.00",82.16,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MET
BN,DANONE SA,Consumer Staples,Equity,"12,024,287.76",0.06,"12,024,287.76","153,339.00",78.42,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,BN.PA
WCN,WASTE CONNECTIONS INC,Industrials,Equity,"12,021,842.00",0.06,"12,021,842.00","63,980.00",187.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WCN
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"11,948,287.68",0.06,"11,948,287.68","81,748.00",146.16,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MPC
SE,SEA ADS REPRESENTING LTD CLASS A,Communication,Equity,"11,853,373.60",0.06,"11,853,373.60","89,365.00",132.64,Singapore,New York Stock Exchange Inc.,USD,1.00,USD,-,SE
TGT,TARGET CORP,Consumer Staples,Equity,"11,753,779.77",0.06,"11,753,779.77","111,231.00",105.67,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TGT
PAYX,PAYCHEX INC,Industrials,Equity,"11,465,525.25",0.06,"11,465,525.25","77,475.00",147.99,United States,NASDAQ,USD,1.00,USD,-,PAYX
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"11,402,061.55",0.06,"11,402,061.55","37,955.00",300.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PSA
SRE,SEMPRA,Utilities,Equity,"11,363,062.48",0.06,"11,363,062.48","159,908.00",71.06,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SRE
SNOW,SNOWFLAKE INC CLASS A,Information Technology,Equity,"11,358,762.09",0.06,"11,358,762.09","72,631.00",156.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SNOW
CPRT,COPART INC,Industrials,Equity,"11,202,897.50",0.06,"11,202,897.50","208,426.00",53.75,United States,NASDAQ,USD,1.00,USD,-,CPRT
COR,CENCORA INC,Health Care,Equity,"11,160,998.24",0.06,"11,160,998.24","42,769.00",260.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,COR
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"11,151,946.28",0.06,"11,151,946.28","79,708.00",139.91,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KMB
FICO,FAIR ISAAC CORP,Information Technology,Equity,"11,065,870.75",0.06,"11,065,870.75","5,995.00","1,845.85",United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FICO
KVUE,KENVUE INC,Consumer Staples,Equity,"11,058,415.80",0.06,"11,058,415.80","472,380.00",23.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KVUE
D,DOMINION ENERGY INC,Utilities,Equity,"11,032,599.76",0.06,"11,032,599.76","201,656.00",54.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,D
KR,KROGER,Consumer Staples,Equity,"10,984,491.06",0.06,"10,984,491.06","165,454.00",66.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,KR
TEL,TE CONNECTIVITY PLC,Information Technology,Equity,"10,915,254.90",0.06,"10,915,254.90","74,385.00",146.74,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TEL
CMI,CUMMINS INC,Industrials,Equity,"10,894,062.30",0.06,"10,894,062.30","33,402.00",326.15,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CMI
MSCI,MSCI INC,Financials,Equity,"10,821,346.40",0.06,"10,821,346.40","19,120.00",565.97,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,MSCI
EXC,EXELON CORP,Utilities,Equity,"10,816,644.47",0.06,"10,816,644.47","243,673.00",44.39,United States,NASDAQ,USD,1.00,USD,-,EXC
CCI,CROWN CASTLE INC,Real Estate,Equity,"10,763,871.45",0.06,"10,763,871.45","104,595.00",102.91,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CCI
GWW,WW GRAINGER INC,Industrials,Equity,"10,747,600.36",0.06,"10,747,600.36","10,996.00",977.41,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GWW
FAST,FASTENAL,Industrials,Equity,"10,694,985.58",0.06,"10,694,985.58","140,594.00",76.07,United States,NASDAQ,USD,1.00,USD,-,FAST
VST,VISTRA CORP,Utilities,Equity,"10,645,994.42",0.06,"10,645,994.42","84,298.00",126.29,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,VST
BKR,BAKER HUGHES CLASS A,Energy,Equity,"10,594,562.72",0.06,"10,594,562.72","241,444.00",43.88,United States,NASDAQ,USD,1.00,USD,-,BKR
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"10,449,930.65",0.06,"10,449,930.65","66,505.00",157.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,YUM
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,"10,403,277.84",0.05,"10,403,277.84","43,452.00",239.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FLUT
VLO,VALERO ENERGY CORP,Energy,Equity,"10,356,539.10",0.05,"10,356,539.10","77,898.00",132.95,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,VLO
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"10,218,042.10",0.05,"10,218,042.10","144,670.00",70.63,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,EW
CTVA,CORTEVA INC,Materials,Equity,"10,193,768.46",0.05,"10,193,768.46","165,537.00",61.58,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CTVA
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"10,165,561.32",0.05,"10,165,561.32","34,932.00",291.01,United States,NASDAQ,USD,1.00,USD,-,VRSK
URI,UNITED RENTALS INC,Industrials,Equity,"10,133,090.75",0.05,"10,133,090.75","16,325.00",620.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,URI
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"10,125,177.62",0.05,"10,125,177.62","80,653.00",125.54,United States,NASDAQ,USD,1.00,USD,-,ROST
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"10,035,868.34",0.05,"10,035,868.34","125,417.00",80.02,United States,NASDAQ,USD,1.00,USD,-,CTSH
HES,HESS CORP,Energy,Equity,"9,980,552.10",0.05,"9,980,552.10","66,338.00",150.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HES
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"9,952,149.13",0.05,"9,952,149.13","177,053.00",56.21,United States,NASDAQ,USD,1.00,USD,-,MNST
AME,AMETEK INC,Industrials,Equity,"9,895,208.85",0.05,"9,895,208.85","55,395.00",178.63,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,AME
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"9,893,674.74",0.05,"9,893,674.74","89,706.00",110.29,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PRU
AXON,AXON ENTERPRISE INC,Industrials,Equity,"9,855,822.48",0.05,"9,855,822.48","17,764.00",554.82,United States,NASDAQ,USD,1.00,USD,-,AXON
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"9,824,995.17",0.05,"9,824,995.17","96,903.00",101.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,OTIS
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"9,759,435.60",0.05,"9,759,435.60","135,060.00",72.26,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FIS
WKL,WOLTERS KLUWER NV,Industrials,Equity,"9,675,695.63",0.05,"9,675,695.63","62,127.00",155.74,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,WKL.AS
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"9,658,548.90",0.05,"9,658,548.90","75,047.00",128.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,CBRE
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"9,654,130.92",0.05,"9,654,130.92","117,404.00",82.23,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PEG
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"9,655,235.32",0.05,"9,655,235.32","45,334.00",212.98,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,LHX
XEL,XCEL ENERGY INC,Utilities,Equity,"9,629,504.28",0.05,"9,629,504.28","137,643.00",69.96,United States,NASDAQ,USD,1.00,USD,-,XEL
TRGP,TARGA RESOURCES CORP,Energy,Equity,"9,625,142.80",0.05,"9,625,142.80","48,958.00",196.60,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,TRGP
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"9,472,052.88",0.05,"9,472,052.88","279,907.00",33.84,United States,NASDAQ,USD,1.00,USD,-,KDP
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"9,381,346.80",0.05,"9,381,346.80","61,320.00",152.99,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DFS
PWR,QUANTA SERVICES INC,Industrials,Equity,"9,381,996.40",0.05,"9,381,996.40","35,086.00",267.40,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PWR
F,FORD MOTOR CO,Consumer Discretionary,Equity,"9,195,631.68",0.05,"9,195,631.68","926,979.00",9.92,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,F
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"9,150,262.06",0.05,"9,150,262.06","75,961.00",120.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,HIG
GLW,CORNING INC,Information Technology,Equity,"9,111,458.40",0.05,"9,111,458.40","194,440.00",46.86,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GLW
DHI,D R HORTON INC,Consumer Discretionary,Equity,"9,054,295.60",0.05,"9,054,295.60","71,260.00",127.06,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DHI
NU,NU HOLDINGS LTD CLASS A,Financials,Equity,"9,028,707.00",0.05,"9,028,707.00","763,850.00",11.82,Brazil,New York Stock Exchange Inc.,USD,1.00,USD,-,NU
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,"9,023,784.80",0.05,"9,023,784.80","47,755.00",188.96,United States,NASDAQ,USD,1.00,USD,-,COIN
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"8,996,171.04",0.05,"8,996,171.04","83,592.00",107.62,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ED
ARGX,ARGENX,Health Care,Equity,"8,977,270.52",0.05,"8,977,270.52","14,673.00",611.82,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,ARGX.BR
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"8,958,386.22",0.05,"8,958,386.22","108,626.00",82.47,United States,NASDAQ,USD,1.00,USD,-,GEHC
ADYEN,ADYEN NV,Financials,Equity,"8,932,987.11",0.05,"8,932,987.11","5,411.00","1,650.89",Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,ADYEN.AS
SYY,SYSCO CORP,Consumer Staples,Equity,"8,860,212.99",0.05,"8,860,212.99","118,563.00",74.73,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,SYY
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"8,785,955.50",0.05,"8,785,955.50","42,547.00",206.50,United States,NASDAQ,USD,1.00,USD,-,TTWO
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"8,773,862.16",0.05,"8,773,862.16","26,824.00",327.09,United States,NASDAQ,USD,1.00,USD,-,LULU
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"8,727,473.76",0.05,"8,727,473.76","36,831.00",236.96,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,VEEV
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"8,714,796.03",0.05,"8,714,796.03","71,147.00",122.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,A
EA,ELECTRONIC ARTS INC,Communication,Equity,"8,713,327.50",0.05,"8,713,327.50","60,975.00",142.90,United States,NASDAQ,USD,1.00,USD,-,EA
ETR,ENTERGY CORP,Utilities,Equity,"8,674,627.65",0.05,"8,674,627.65","101,517.00",85.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,ETR
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"8,669,929.32",0.05,"8,669,929.32","39,234.00",220.98,United States,NASDAQ,USD,1.00,USD,-,TEAM
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,"8,658,180.59",0.05,"8,658,180.59","232,074.00",37.31,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,AD.AS
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"8,654,854.08",0.05,"8,654,854.08","90,836.00",95.28,United States,NASDAQ,USD,1.00,USD,-,ACGL
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"8,550,441.96",0.05,"8,550,441.96","73,698.00",116.02,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,NET
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"8,505,485.68",0.04,"8,505,485.68","20,138.00",422.36,United States,NASDAQ,USD,1.00,USD,-,IDXX
IT,GARTNER INC,Information Technology,Equity,"8,505,899.10",0.04,"8,505,899.10","18,423.00",461.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,IT
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"8,380,623.25",0.04,"8,380,623.25","25,525.00",328.33,United States,NASDAQ,USD,1.00,USD,-,WTW
IR,INGERSOLL RAND INC,Industrials,Equity,"8,360,306.11",0.04,"8,360,306.11","100,763.00",82.97,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,IR
PCG,PG&E CORP,Utilities,Equity,"8,316,572.15",0.04,"8,316,572.15","486,065.00",17.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,PCG
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"8,254,024.48",0.04,"8,254,024.48","77,054.00",107.12,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,WEC
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"8,208,374.24",0.04,"8,208,374.24","134,696.00",60.94,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GIS
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"8,203,273.40",0.04,"8,203,273.40","44,366.00",184.90,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,IQV
EBAY,EBAY INC,Consumer Discretionary,Equity,"8,161,453.92",0.04,"8,161,453.92","121,018.00",67.44,United States,NASDAQ,USD,1.00,USD,-,EBAY
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"8,127,317.08",0.04,"8,127,317.08","38,257.00",212.44,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,GRMN
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"8,056,028.16",0.04,"8,056,028.16","22,752.00",354.08,United States,NASDAQ,USD,1.00,USD,-,CHTR
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"8,047,885.56",0.04,"8,047,885.56","31,796.00",253.11,United States,NASDAQ,USD,1.00,USD,-,ALNY
FERG,FERGUSON ENTERPRISES INC,Consumer Discretionary,Equity,"8,026,243.47",0.04,"8,026,243.47","49,371.00",162.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,FERG
RMD,RESMED INC,Health Care,Equity,"7,989,057.52",0.04,"7,989,057.52","35,548.00",224.74,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,RMD
ENGI,ENGIE SA,Utilities,Equity,"7,965,203.37",0.04,"7,965,203.37","424,637.00",18.76,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,ENGI.PA
GLE,SOCIETE GENERALE SA,Financials,Equity,"7,936,936.29",0.04,"7,936,936.29","174,233.00",45.55,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,GLE.PA
DD,DUPONT DE NEMOURS INC,Materials,Equity,"7,921,592.70",0.04,"7,921,592.70","101,951.00",77.70,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,DD
VICI,VICI PPTYS INC,Real Estate,Equity,"7,919,664.93",0.04,"7,919,664.93","243,757.00",32.49,United States,New York Stock Exchange Inc.,USD,1.00,USD,-,VICI
NDAQ,NASDAQ INC,Financials,Equity,"7,875,238.35",0.04,"7,875,238.35","105,637.00",74.55,United States,NASDAQ,USD,1.00,USD,-,NDAQ
